"Muni,County",District,Senate,Senate_main_office,Senate_phone,Senate_email,Assembly_1,Assembly_office_1,Assembly_phone_1,Assembly_email_1,Assembly_2,Assembly_office_2,Assembly_phone_2,Assembly_email_2
High Bridge,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Highland Park,18,"PATRICK J. DIEGNAN, JR. (D)","908 Oak Tree Ave., Unit P, South Plainfield, NJ 07080",908-757-1677,SenDiegnan@njleg.org,NANCY J. PINKIN (D),"3 Stephenville Pkwy., Suite 2E, Edison, NJ 08820",732-548-1406,AsmPinkin@njleg.org,ROBERT J. KARABINCHAK (D),"3 Stephenville Pkwy., Suite 2D, Edison, NJ 08820",732-548-1406,AsmKarabinchak@njleg.org
Highlands,13,"JOSEPH M. KYRILLOS, JR. (R)","10 Hwy. 35, 2nd Floor, Red Bank, NJ 07701",732-671-3206,SenKyrillos@njleg.org,AMY H. HANDLIN (R),"225 Route 35, Suite 202, Red Bank, NJ 07701",732-383-7820,AsmHandlin@njleg.org,DECLAN O'SCANLON (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,AsmOScanlon@njleg.org
Hightstown,14,LINDA R. GREENSTEIN (D),"1249 South River Rd., Suite 105, Cranbury, NJ 08512",609-395-9911,SenGreenstein@njleg.org,WAYNE P. DEANGELO (D),"4621A Nottingham Way, Hamilton, NJ 08690",609-631-7501,AsmDeAngelo@njleg.org,DANIEL R. BENSON (D),"3691A Nottingham Way, Hamilton Square, NJ 08690",609-631-0198,AsmBenson@njleg.org
Hillsborough,16,"CHRISTOPHER ""KIP"" BATEMAN (R)","36 East Main St., Somerville, NJ 08876",908-526-3600,SenBateman@njleg.org,JACK M. CIATTARELLI (R),"50 Division St., Suite 200, Somerville, NJ 08876",908-450-7064,AsmCiattarelli@njleg.org,ANDREW ZWICKER (D),"23 Orchard Road, Suite 170, Skillman, NJ 08558",609-454-3147,AsmZwicker@njleg.org
Hillsdale,39,GERALD CARDINALE (R),"350 Madison Ave., Cresskill, NJ 07626",201-567-2324,SenCardinale@njleg.org,ROBERT AUTH (R),"1069 Ringwood Ave., Suite 312, Haskell, NJ 07420",862-248-0491,AsmAuth@njleg.org,HOLLY SCHEPISI (R),"287 Kinderkamack Rd., Westwood, NJ 07675",201-666-0881,AsmSchepisi@njleg.org
Hillside,20,RAYMOND J. LESNIAK (D),"985 Stuyvesant Ave., Union, NJ 07083",908-624-0880,SenLesniak@njleg.org,JAMEL C. HOLLEY (D),"985 Stuyvesant Ave., Union, NJ 07083",908-624-0880,AsmHolley@njleg.org,ANNETTE QUIJANO (D),"985 Stuyvesant Ave., Union, NJ 07083",908-624-0880,AsmQuijano@njleg.org
Ho-Ho-Kus,40,KEVIN J. O'TOOLE (R),"155 Route 46 West, Suite 108, Wayne, NJ 07470",973-237-1360,SenOToole@njleg.org,SCOTT T. RUMANA (R),"155 Route 46 West, 1st Floor, Wayne, NJ 07470",973-237-1362,AsmRumana@njleg.org,DAVID C. RUSSO (R),"22 Paterson Ave., Midland Park, NJ 07432",201-444-9719,AsmRusso@njleg.org
Hoboken,33,BRIAN P. STACK (D),"411 Palisades Ave., Jersey City, NJ 07307",201-721-5263,SenStack@njleg.org,ANNETTE CHAPARRO (D),"80 River St., 2nd Floor, Hoboken, NJ 07030",201-683-7917,AsmChaparro@njleg.org,RAJ MUKHERJI (D),"433 Palisade Ave., Jersey City, NJ 07307",201-626-4000,AsmMukherji@njleg.org
Holland,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Holmdel,13,"JOSEPH M. KYRILLOS, JR. (R)","10 Hwy. 35, 2nd Floor, Red Bank, NJ 07701",732-671-3206,SenKyrillos@njleg.org,AMY H. HANDLIN (R),"225 Route 35, Suite 202, Red Bank, NJ 07701",732-383-7820,AsmHandlin@njleg.org,DECLAN O'SCANLON (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,AsmOScanlon@njleg.org
Hopatcong,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
Hope,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
"Hopewell, Cumberland County",1,JEFF VAN DREW (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,SenVanDrew@njleg.org,BOB ANDRZEJCZAK (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmAndrzejczak@njleg.org,R. BRUCE LAND (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmLand@njleg.org
"Hopewell Borough, Mercer County",15,SHIRLEY K. TURNER (D),"1230 Parkway Ave., Suite 103, Ewing Twp., NJ 08628",609-323-7239,SenTurner@njleg.org,REED GUSCIORA (D),"144 W. State St., Trenton, NJ 08608",609-571-9638,AsmGusciora@njleg.org,ELIZABETH MAHER MUOIO (D),"144 West State St., Trenton, NJ 08608",609-571-9638,AsmMaherMuoio@njleg.org
"Hopewell Township, Mercer County",15,SHIRLEY K. TURNER (D),"1230 Parkway Ave., Suite 103, Ewing Twp., NJ 08628",609-323-7239,SenTurner@njleg.org,REED GUSCIORA (D),"144 W. State St., Trenton, NJ 08608",609-571-9638,AsmGusciora@njleg.org,ELIZABETH MAHER MUOIO (D),"144 West State St., Trenton, NJ 08608",609-571-9638,AsmMaherMuoio@njleg.org
Howell,30,ROBERT W. SINGER (R),"1771 Madison Ave., Suite 202, Lakewood, NJ 08701",732-987-5669,SenSinger@njleg.org,SEAN T. KEAN (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmKean@njleg.org,DAVID P. RIBLE (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmRible@njleg.org
Independence,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
Interlaken,11,JENNIFER BECK (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,SenBeck@njleg.org,JOANN DOWNEY (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmDowney@njleg.org,ERIC HOUGHTALING (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmHoughtaling@njleg.org
Irvington,28,RONALD L. RICE (D),"1044 South Orange Ave., Newark, NJ 07106",973-371-5665,SenRice@njleg.org,RALPH R. CAPUTO (D),"148-152 Franklin St., Belleville, NJ 07109",973-450-0484,AsmCaputo@njleg.org,CLEOPATRA G. TUCKER (D),"400 Lyons Ave., Newark, NJ 07112",973-926-4320,AsmTucker@njleg.org
Island Heights,10,JIM HOLZAPFEL (R),"852 Highway 70, Brick, NJ 08724",732-840-9028,SenHolzapfel@njleg.org,DAVID W. WOLFE (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmWolfe@njleg.org,GREGORY P. MCGUCKIN (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmMcGuckin@njleg.org
Jackson,12,SAMUEL D. THOMPSON (R),"2501 Highway 516, Suite 101, Old Bridge, NJ 08857",732-607-7580,SenThompson@njleg.org,RONALD S. DANCER (R),"2110 W. County Line Rd., Jackson, NJ 08527",732-901-0702,AsmDancer@njleg.org,ROBERT D. CLIFTON (R),"516 Route 33 West, Bldg. 2, Suite 2, Millstone, NJ 08535",732-446-3408,AsmClifton@njleg.org
Jamesburg,14,LINDA R. GREENSTEIN (D),"1249 South River Rd., Suite 105, Cranbury, NJ 08512",609-395-9911,SenGreenstein@njleg.org,WAYNE P. DEANGELO (D),"4621A Nottingham Way, Hamilton, NJ 08690",609-631-7501,AsmDeAngelo@njleg.org,DANIEL R. BENSON (D),"3691A Nottingham Way, Hamilton Square, NJ 08690",609-631-0198,AsmBenson@njleg.org
Jefferson,26,JOSEPH PENNACCHIO (R),"170 Changebridge Rd., Unit A1, Montville, NJ 07045",973-227-4012,SenPennacchio@njleg.org,BETTYLOU DeCROCE (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmDeCroce@njleg.org,JAY WEBBER (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmWebber@njleg.org
Jersey City,31,SANDRA B. CUNNINGHAM (D),"1738 Kennedy Blvd., Jersey City, NJ 07305",201-451-5100,SenCunningham@njleg.org,NICHOLAS A. CHIARAVALLOTI (D),"836 Broadway, Bayonne, NJ 07002",201-471-2347,AsmChiaravalloti@njleg.org,ANGELA V. McKNIGHT (D),"2324 John F. Kennedy Blvd., Jersey City, NJ 07304",201-360-2502,AsmMcKnight@njleg.org
Jersey City,33,BRIAN P. STACK (D),"411 Palisades Ave., Jersey City, NJ 07307",201-721-5263,SenStack@njleg.org,ANNETTE CHAPARRO (D),"80 River St., 2nd Floor, Hoboken, NJ 07030",201-683-7917,AsmChaparro@njleg.org,RAJ MUKHERJI (D),"433 Palisade Ave., Jersey City, NJ 07307",201-626-4000,AsmMukherji@njleg.org
Keansburg,13,"JOSEPH M. KYRILLOS, JR. (R)","10 Hwy. 35, 2nd Floor, Red Bank, NJ 07701",732-671-3206,SenKyrillos@njleg.org,AMY H. HANDLIN (R),"225 Route 35, Suite 202, Red Bank, NJ 07701",732-383-7820,AsmHandlin@njleg.org,DECLAN O'SCANLON (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,AsmOScanlon@njleg.org
Kearny,32,NICHOLAS J. SACCO (D),"9060 Palisade Ave., North Bergen, NJ 07047",201-295-0200,SenSacco@njleg.org,VINCENT PRIETO (D),"1 Harmon Plaza, Suite 205, Secaucus, NJ 07094",201-770-1303,AsmPrieto@njleg.org,ANGELICA M. JIMENEZ (D),"5600 Kennedy Blvd., Suite 104, West New York, NJ 07093",201-223-4247,AsmJimenez@njleg.org
Kenilworth,21,"THOMAS H. KEAN, JR. (R)","57 Union Place, Suite 310, Summit, NJ 07901",908-918-0414,SenKean@njleg.org,JON M. BRAMNICK (R),"251 North Ave. West, 2nd Floor, Westfield, NJ 07090",908-232-2073,AsmBramnick@njleg.org,NANCY F. MUNOZ (R),"425 North Ave. East, Suite C, Westfield, NJ 07090",908-232-3673,AsmMunoz@njleg.org
Keyport,13,"JOSEPH M. KYRILLOS, JR. (R)","10 Hwy. 35, 2nd Floor, Red Bank, NJ 07701",732-671-3206,SenKyrillos@njleg.org,AMY H. HANDLIN (R),"225 Route 35, Suite 202, Red Bank, NJ 07701",732-383-7820,AsmHandlin@njleg.org,DECLAN O'SCANLON (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,AsmOScanlon@njleg.org
Kingwood,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Kinnelon,26,JOSEPH PENNACCHIO (R),"170 Changebridge Rd., Unit A1, Montville, NJ 07045",973-227-4012,SenPennacchio@njleg.org,BETTYLOU DeCROCE (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmDeCroce@njleg.org,JAY WEBBER (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmWebber@njleg.org
Knowlton,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
Lacey,9,CHRISTOPHER J. CONNORS JR (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,SenConnors@njleg.org,BRIAN E. RUMPF (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmRumpf@njleg.org,DIANNE C. GOVE (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmGove@njleg.org
Lafayette,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
Lake Como,30,ROBERT W. SINGER (R),"1771 Madison Ave., Suite 202, Lakewood, NJ 08701",732-987-5669,SenSinger@njleg.org,SEAN T. KEAN (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmKean@njleg.org,DAVID P. RIBLE (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmRible@njleg.org
Lakehurst,10,JIM HOLZAPFEL (R),"852 Highway 70, Brick, NJ 08724",732-840-9028,SenHolzapfel@njleg.org,DAVID W. WOLFE (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmWolfe@njleg.org,GREGORY P. MCGUCKIN (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmMcGuckin@njleg.org
Lakewood,30,ROBERT W. SINGER (R),"1771 Madison Ave., Suite 202, Lakewood, NJ 08701",732-987-5669,SenSinger@njleg.org,SEAN T. KEAN (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmKean@njleg.org,DAVID P. RIBLE (R),"1955 Highway 34, Bldg. 2A, Wall Township, NJ 07719",732-974-0400,AsmRible@njleg.org
Lambertville,15,SHIRLEY K. TURNER (D),"1230 Parkway Ave., Suite 103, Ewing Twp., NJ 08628",609-323-7239,SenTurner@njleg.org,REED GUSCIORA (D),"144 W. State St., Trenton, NJ 08608",609-571-9638,AsmGusciora@njleg.org,ELIZABETH MAHER MUOIO (D),"144 West State St., Trenton, NJ 08608",609-571-9638,AsmMaherMuoio@njleg.org
Laurel Springs,4,"FRED H. MADDEN, JR. (D)","129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,SenMadden@njleg.org,PAUL D. MORIARTY (D),"129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,AsmMoriarty@njleg.org,GABRIELA M. MOSQUERA (D),"129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,AsmMosquera@njleg.org
Lavallette,10,JIM HOLZAPFEL (R),"852 Highway 70, Brick, NJ 08724",732-840-9028,SenHolzapfel@njleg.org,DAVID W. WOLFE (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmWolfe@njleg.org,GREGORY P. MCGUCKIN (R),"852 Hwy. 70, Brick, NJ 08724",732-840-9028,AsmMcGuckin@njleg.org
Lawnside,5,NILSA CRUZ-PEREZ (D),"Audubon Commons Center, 130 Black Horse Pike, Suite D-3, Audubon, NJ 08106",856-547-4800,SenCruzPerez@njleg.org,ARTHUR BARCLAY (D),"Audubon Commons Center, 130 Black Horse Pike, Suite D-3, Audubon, NJ 08106",856-547-4800,AsmBarclay@njleg.org,PATRICIA EGAN JONES (D),"Audubon Commons Center, 130 Black Horse Pike, Suite D-3, Audubon, NJ 08106",856-547-4800,AsmJones@njleg.org
"Lawrence, Cumberland County",1,JEFF VAN DREW (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,SenVanDrew@njleg.org,BOB ANDRZEJCZAK (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmAndrzejczak@njleg.org,R. BRUCE LAND (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmLand@njleg.org
"Lawrence, Mercer County",15,SHIRLEY K. TURNER (D),"1230 Parkway Ave., Suite 103, Ewing Twp., NJ 08628",609-323-7239,SenTurner@njleg.org,REED GUSCIORA (D),"144 W. State St., Trenton, NJ 08608",609-571-9638,AsmGusciora@njleg.org,ELIZABETH MAHER MUOIO (D),"144 West State St., Trenton, NJ 08608",609-571-9638,AsmMaherMuoio@njleg.org
Lebanon Borough,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Lebanon Township,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Leonia,37,LORETTA WEINBERG (D),"545 Cedar Lane, Teaneck, NJ 07666",201-928-0100,SenWeinberg@njleg.org,GORDON M. JOHNSON (D),"545 Cedar Lane, Teaneck, NJ 07666",201-836-4924,AsmJohnson@njleg.org,VALERIE VAINIERI HUTTLE (D),"1 Eagle Street, Englewood, NJ 07631",201-541-1118,AsmHuttle@njleg.org
Liberty,24,STEVEN V. OROHO (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,SenOroho@njleg.org,PARKER SPACE (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmSpace@njleg.org,GAIL PHOEBUS (R),"One Wilson Drive, Suite 2B, Sparta, NJ 07871",973-300-0200,AsmPhoebus@njleg.org
Lincoln Park,26,JOSEPH PENNACCHIO (R),"170 Changebridge Rd., Unit A1, Montville, NJ 07045",973-227-4012,SenPennacchio@njleg.org,BETTYLOU DeCROCE (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmDeCroce@njleg.org,JAY WEBBER (R),"1055 Parsippany Blvd., Suite 104, Parsippany, NJ 07054",973-265-0057,AsmWebber@njleg.org
Linden,22,NICHOLAS P. SCUTARI (D),"1514 E. Saint Georges Ave., 2nd Floor, Linden, NJ 07036",908-587-0404,SenScutari@njleg.org,JERRY GREEN (D),"200 West 2nd Street, Suite 102, Plainfield, NJ 07060",908-561-5757,AsmGreen@njleg.org,JAMES J. KENNEDY (D),"34 E. Cherry St., Rahway, NJ 07065",732-943-2660,AsmKennedy@njleg.org
Lindenwold,4,"FRED H. MADDEN, JR. (D)","129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,SenMadden@njleg.org,PAUL D. MORIARTY (D),"129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,AsmMoriarty@njleg.org,GABRIELA M. MOSQUERA (D),"129 Johnson Road, Suite 1, Turnersville, NJ 08012",856-232-6700,AsmMosquera@njleg.org
Linwood,2,JIM WHELAN (D),"511 Tilton Road, Northfield, NJ 08225",609-383-1388,SenWhelan@njleg.org,CHRIS A. BROWN (R),"2021 New Rd., Suite 24, Linwood, NJ 08221",609-677-8266,AsmBrown@njleg.org,VINCENT MAZZEO (D),"507 Tilton Rd., Northfield, NJ 08225",609-383-1388,AsmMazzeo@njleg.org
Little Egg Harbor,9,CHRISTOPHER J. CONNORS JR (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,SenConnors@njleg.org,BRIAN E. RUMPF (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmRumpf@njleg.org,DIANNE C. GOVE (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmGove@njleg.org
Little Falls,40,KEVIN J. O'TOOLE (R),"155 Route 46 West, Suite 108, Wayne, NJ 07470",973-237-1360,SenOToole@njleg.org,SCOTT T. RUMANA (R),"155 Route 46 West, 1st Floor, Wayne, NJ 07470",973-237-1362,AsmRumana@njleg.org,DAVID C. RUSSO (R),"22 Paterson Ave., Midland Park, NJ 07432",201-444-9719,AsmRusso@njleg.org
Little Ferry,36,PAUL A. SARLO (D),"496 Columbia Blvd., First Floor, Wood-Ridge, NJ 07075",201-804-8118,SenSarlo@njleg.org,MARLENE CARIDE (D),"613 Bergen Blvd., Ridgefield, NJ 07657",201-943-0615,AsmCaride@njleg.org,GARY S. SCHAER (D),"1 Howe Ave., Suite 302, Passaic, NJ 07055",973-249-3665,AsmSchaer@njleg.org
Little Silver,13,"JOSEPH M. KYRILLOS, JR. (R)","10 Hwy. 35, 2nd Floor, Red Bank, NJ 07701",732-671-3206,SenKyrillos@njleg.org,AMY H. HANDLIN (R),"225 Route 35, Suite 202, Red Bank, NJ 07701",732-383-7820,AsmHandlin@njleg.org,DECLAN O'SCANLON (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,AsmOScanlon@njleg.org
Livingston,27,RICHARD J. CODEY (D),"66 W. Mount Pleasant Ave., Livingston, NJ 07039",973-535-5017,SenCodey@njleg.org,MILA M. JASEY (D),"511 Valley St., Maplewood, NJ 07040",973-762-1886,AsmJasey@njleg.org,JOHN F. MCKEON (D),"250 Main St., Madison, NJ 07940",973-377-1606,AsmMcKeon@njleg.org
Loch Arbour,11,JENNIFER BECK (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,SenBeck@njleg.org,JOANN DOWNEY (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmDowney@njleg.org,ERIC HOUGHTALING (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmHoughtaling@njleg.org
Lodi,38,ROBERT M. GORDON (D),"14-25 Plaza Rd., P.O. Box 398, Fair Lawn, NJ 07410",201-703-9779,SenGordon@njleg.org,TIMOTHY J. EUSTACE (D),"205 Robin Rd., Suite 216, Paramus, NJ 07652",201-576-9199,AsmEustace@njleg.org,JOSEPH A. LAGANA (D),"205 Robin Rd., Suite 222, Paramus, NJ 07652",201-576-9199,AsmLagana@njleg.org
Logan,3,STEPHEN M. SWEENEY (D),"935 Kings Highway, Suite 400, West Deptford, NJ 08086",856-251-9801,SenSweeney@njleg.org,JOHN J. BURZICHELLI (D),"935 Kings Highway, Suite 400, West Deptford, NJ 08086",856-251-9801,AsmBurzichelli@njleg.org,ADAM J. TALIAFERRO (D),"199 East Broadway, 1st Floor, Suite G, Salem, NJ 08079",856-339-0808,AsmTaliaferro@njleg.org
Long Beach,9,CHRISTOPHER J. CONNORS JR (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,SenConnors@njleg.org,BRIAN E. RUMPF (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmRumpf@njleg.org,DIANNE C. GOVE (R),"620 West Lacey Rd., Forked River, NJ 08731",609-693-6700,AsmGove@njleg.org
Long Branch,11,JENNIFER BECK (R),"32 Monmouth St., 3rd Floor, Red Bank, NJ 07701",732-933-1591,SenBeck@njleg.org,JOANN DOWNEY (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmDowney@njleg.org,ERIC HOUGHTALING (D),"802 West Park Avenue, Suite 221, Ocean Twp., NJ 07712",732-695-3371,AsmHoughtaling@njleg.org
Long Hill,21,"THOMAS H. KEAN, JR. (R)","57 Union Place, Suite 310, Summit, NJ 07901",908-918-0414,SenKean@njleg.org,JON M. BRAMNICK (R),"251 North Ave. West, 2nd Floor, Westfield, NJ 07090",908-232-2073,AsmBramnick@njleg.org,NANCY F. MUNOZ (R),"425 North Ave. East, Suite C, Westfield, NJ 07090",908-232-3673,AsmMunoz@njleg.org
Longport,2,JIM WHELAN (D),"511 Tilton Road, Northfield, NJ 08225",609-383-1388,SenWhelan@njleg.org,CHRIS A. BROWN (R),"2021 New Rd., Suite 24, Linwood, NJ 08221",609-677-8266,AsmBrown@njleg.org,VINCENT MAZZEO (D),"507 Tilton Rd., Northfield, NJ 08225",609-383-1388,AsmMazzeo@njleg.org
Lopatcong,23,MICHAEL J. DOHERTY (R),"127 Belvidere Ave., 2nd Floor, Washington, NJ 07882",908-835-0552,SenDoherty@njleg.org,ERIK PETERSON (R),"178 Center Street, Suite 2B, Clinton NJ 08809",908-238-0251,AsmPeterson@njleg.org,JOHN DIMAIO (R),"245 Route 22, Suite 208, Bridgewater, NJ 08807",908-722-1365,AsmDimaio@njleg.org
Lower,1,JEFF VAN DREW (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,SenVanDrew@njleg.org,BOB ANDRZEJCZAK (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmAndrzejczak@njleg.org,R. BRUCE LAND (D),"School House Office Park, 211 S. Main St., Suite 104, Cape May Court House, NJ 08210",609-465-0700,AsmLand@njleg.org
Lower Alloways Creek,3,STEPHEN M. SWEENEY (D),"935 Kings Highway, Suite 400, West Deptford, NJ 08086",856-251-9801,SenSweeney@njleg.org,JOHN J. BURZICHELLI (D),"935 Kings Highway, Suite 400, West Deptford, NJ 08086",856-251-9801,AsmBurzichelli@njleg.org,ADAM J. TALIAFERRO (D),"199 East Broadway, 1st Floor, Suite G, Salem, NJ 08079",856-339-0808,AsmTaliaferro@njleg.org
Lumberton,8,DAWN MARIE ADDIEGO (R),"176 Route 70, Suite 13, Medford, NJ 08055",609-654-1498,SenAddiego@njleg.org,JOSEPH HOWARTH (R),"176 Route 70, Suite 13, Medford, NJ 08055",609-654-1498,AsmHowarth@njleg.org,MARIA RODRIGUEZ-GREGG (R),"176 Route 70, Suite 13, Medford, NJ 08055",609-654-1498,AsmRodriguezGregg@njleg.org
Lyndhurst,36,PAUL A. SARLO (D),"496 Columbia Blvd., First Floor, Wood-Ridge, NJ 07075",201-804-8118,SenSarlo@njleg.org,MARLENE CARIDE (D),"613 Bergen Blvd., Ridgefield, NJ 07657",201-943-0615,AsmCaride@njleg.org,GARY S. SCHAER (D),"1 Howe Ave., Suite 302, Passaic, NJ 07055",973-249-3665,AsmSchaer@njleg.org
